Perpetuum Mobile	Penguin Cafe Orchestra	Preludes, Airs And Yodels (A Penguin Cafe Primer)
Independence Day	David Byrne	Rei Momo
It's All Over Now Baby Blue	Marianne Faithfull	Rich Kid Blues
Big Town Girl	Cameron Avery	Ripe Dreams, Pipe Dreams
Running on Empty	Jackson Browne	Running on Empty
Sina mali, sina deni (Free)	Khadja Nin	Sambolera
Raggamuffin	Selah Sue	Selah Sue
The Cross	Prince	Sign "O" the Times
Time Is My Everything	Ian Brown	Solarized
That's Entertainment	The Jam	Sound Affects
A Message to You Rudy - 2002 Remaster	The Specials	The Specials (2002 Remaster)
Blue Skies	Willie Nelson	Stardust
Ghost Town	The Specials	Stereo-Typical: A's, B's & Rarities
Friday I'm in Love	Yo La Tengo	Stuff Like That There
The Star-Crossed Lovers (aka Pretty Girl)	Duke Ellington	Such Sweet Thunder
I'm Gonna Be (500 Miles)	The Proclaimers	Sunshine On Leith
Africa	TOTO	Toto IV
Nabucco / Act 3: Va, pensiero, sull'ali dorate	Giuseppe Verdi, Orchester der Deutschen Oper Berlin, Giuseppe Sinopoli, Chor der Deutschen Oper Berlin	Verdi: Nabucco
Senza un perchè - Live	BowLand	X Factor 12 - Live Show #3
Week Without You	Miley Cyrus	Younger Now
Blue Moon - Take 9/M	Elvis Presley	Elvis Presley
Our Mutual Friend	The Divine Comedy	Absent Friends
Time Is Running Out	Muse	Absolution
Cracked Actor - 2013 Remaster	David Bowie	Aladdin Sane (2013 Remastered Version)
I Believe	Simian Mobile Disco	Attack Decay Sustain Release
While My Guitar Gently Weeps - Esher Demo	The Beatles	The Beatles
Starlight	Muse	Black Holes and Revelations
Supermassive Black Hole	Muse	Black Holes and Revelations
Wanted 2 Say	Samaris	Black Lights
Boulevard of Broken Dreams	Green Day	Boulevard of Broken Dreams
La voce del silenzio - 2001 Remastered Version	Mina	Canzonissima 1968
Parole parole - 2001 Remastered Version	Mina	Cinquemilaquarantatre (2001 Remastered Version)
Brian Eno	MGMT	Congratulations
Congratulations	MGMT	Congratulations
The Great Gig In The Sky - 2011 Remastered Version	Pink Floyd	The Dark Side Of The Moon [Remastered] (Remastered Version)
Eclipse - 2011 Remastered Version	Pink Floyd	The Dark Side Of The Moon [Remastered] (Remastered Version)
Bar Italia	Pulp	Different Class / Deluxe Edition
Lovesong - Remastered	The Cure	Disintegration (Deluxe Edition)
Crisi metropolitana	Giuni Russo	Energie (Original LP - Remastered Edit. 2012)
Madam Butterfly (Un Bel Di Vedremo)	Malcolm McLaren	Fans
National Express	The Divine Comedy	Fin de Siecle
Like A Friend - Great Expectations Soundtrack	Pulp	Great Expectations
Inbetween Days	The Cure	The Head On The Door
Paradise Circus	Massive Attack	Heligoland
Around the World	Daft Punk	Homework
How Deep Is Your Love?	The Rapture	In The Grace Of Your Love
Le responsable	Jacques Dutronc	L' aventurier
Everybody Loves You When You're Dead	The Stranglers	La Folie
La Folie	The Stranglers	La Folie
Reclame	Baustelle	La moda del lento
I'm Aquarius	Metronomy	Love Letters
Mi sono innamorato di te	Luigi Tenco	Luigi Tenco
Angela	Luigi Tenco	Luigi Tenco - I Miti
One Of These Days - 2011 Remastered Version	Pink Floyd	Meddle (2011 Remastered Version)
Angel	Massive Attack	Mezzanine
Mio fratello è figlio unico	Rino Gaetano	Mio Fratello E' Figlio Unico
Piano Trio In C, K.548: 2. Andante cantabile - Live At Festspielhaus, Baden Baden, Germany / 2005	Wolfgang Amadeus Mozart, Anne-Sophie Mutter, Daniel Müller-Schott, André Previn	Mozart: Piano Trios K. 548, 542 & 502 (Standard Version)
Piano Trio In B Flat, K.502: 2. Larghetto - Live At Festspielhaus, Baden Baden, Germany / 2005	Wolfgang Amadeus Mozart, Anne-Sophie Mutter, Daniel Müller-Schott, André Previn	Mozart: Piano Trios K. 548, 542 & 502 (Standard Version)
Weekend Wars	MGMT	Oracular Spectacular
The Youth	MGMT	Oracular Spectacular
Roxanne - Remastered 2003	The Police	Outlandos D'Amour (Remastered)
I Saved The World Today - Remastered Version	Eurythmics	Peace
23 Minutes in Brussels	Luna	Penthouse
Bonnie and Clyde - Clyde Barrow Version	Luna	Penthouse
Never Understand	The Jesus and Mary Chain	Psychocandy (Expanded Version)
Message In A Bottle - Remastered 2003	The Police	Reggatta De Blanc (Remastered)
Everybody Loves Somebody	Dean Martin	The Reprise Years
Uprising	Muse	The Resistance
Resistance	Muse	The Resistance
Undisclosed Desires	Muse	The Resistance
I Belong to You (+Mon Coeur S'Ouvre a Ta Voix)	Muse	The Resistance
Juxtapozed With U	Super Furry Animals	Rings Around The World
Rip It Up	Orange Juice	Rip It Up
I Can't Help Myself	Orange Juice	Rip It Up
Hammond Song	The Roches	The Roches
Góða tungl	Samaris	Samaris
Loaded - Andy Weatherall Mix	Primal Scream	Screamadelica
Tíbrá	Samaris	Silkidrangar
Race for the Prize - 2017 Remaster	The Flaming Lips	The Soft Bulletin
I Started Something I Couldn't Finish - 2011 Remaster	The Smiths	Strangeways, Here We Come
Sweet Dreams (Are Made of This) - Remastered	Eurythmics	Sweet Dreams (Are Made Of This)
Every Breath You Take - Remastered 2003	The Police	Synchronicity (Remastered)
Drop The Game	Flume, Nick Murphy / Chet Faker	TheSoundYouNeed, Vol. 1
Astronomy Domine (Live) [2011 - Remaster]	Pink Floyd	Ummagumma (2011 Remastered Version)
Another Brick In The Wall, Pt. 2 - 2011 Remastered Version	Pink Floyd	The Wall (Remastered)
Mother - 2011 Remastered Version	Pink Floyd	The Wall (Remastered)
Goodbye Blue Sky - 2011 Remastered Version	Pink Floyd	The Wall (Remastered)
Hey You - 2011 Remastered Version	Pink Floyd	The Wall (Remastered)
Dancing Barefoot	Patti Smith	Wave
Wonderful Life	Black	Wonderful Life
Don't Stand So Close To Me - Remastered 2003	The Police	Zenyatta Mondatta (Remastered)
Agua De Beber	Astrud Gilberto, Antônio Carlos Jobim	The Astrud Gilberto Album
Adore You	Miley Cyrus	Bangerz (Deluxe Version)
Testify	Rage Against The Machine	The Battle Of Los Angeles
Cities In Dust - Single Version	Siouxsie and the Banshees	The Best Of...
At The Chime Of A City Clock	Nick Drake	Bryter Layter
Hazey Jane I	Nick Drake	Bryter Layter
Everyday - Single Version	Buddy Holly	Buddy Holly
Perlas ensangrentadas	Alaska Y Dinarama	Canciones Profanas
Sonata In G Minor For Violin & Piano, L. 140: 1. Allegro vivo	Claude Debussy, David Oistrakh, Frida Bauer	Debussy/Ravel/Ysaÿe: Violin Sonatas/Prokofiev: 5 Mélodies
Sonata In G Minor For Violin & Piano, L. 140: 3. Finale (Très animé)	Claude Debussy, David Oistrakh, Frida Bauer	Debussy/Ravel/Ysaÿe: Violin Sonatas/Prokofiev: 5 Mélodies
Diamond Dogs - 1999 Remaster	David Bowie	Diamond Dogs
I Must Confess - 2012 Remaster	Everything But The Girl	Eden (Deluxe Edition)
Stupid Girl	Garbage	Garbage
Summer in the City - Remastered	The Lovin' Spoonful	Hums Of The Lovin' Spoonful
Autumn Sweater	Yo La Tengo	I Can Hear The Heart Beating As One
Concerto Italien, BWV 971: I. [Untitled]	Johann Sebastian Bach, Alexandre Tharaud	J.S. Bach: Concertos italiens
Spellbound	Siouxsie and the Banshees	Juju
Can't Stand Me Now	The Libertines	The Libertines
Music When The Lights Go Out	The Libertines	The Libertines
Symphony No. 1 in D Major "Titan": Ib. Immer sehr gemächlich	Gustav Mahler, Leonard Bernstein, New York Philharmonic	Mahler: Symphony No. 1 in D Major "Titan" & Adagio from Symphony No. 10 in F-Sharp Minor
Symphony No. 1 in D Major "Titan": IIIb. A tempo. Ziemlich langsam	Gustav Mahler, Leonard Bernstein, New York Philharmonic	Mahler: Symphony No. 1 in D Major "Titan" & Adagio from Symphony No. 10 in F-Sharp Minor
Águas De Março	Antônio Carlos Jobim	Matita Perê
My Girls	Animal Collective	Merriweather Post Pavilion
Give It Up	Angel Olsen	MY WOMAN
Ever Fallen in Love (With Someone You Shouldn't've)?	Buzzcocks	Operators Manual (Buzzcocks Best)
Pretend Pretend Pretend	Paolo Conte	Paris Milonga
Absolute Beginners - 2002 Remaster	David Bowie	Platinum Collection
Renegades Of Funk	Rage Against The Machine	Renegades
I'm Only Sleeping - Remastered 2009	The Beatles	Revolver (Remastered)
Love You To - Remastered 2009	The Beatles	Revolver (Remastered)
Here, There And Everywhere - Remastered 2009	The Beatles	Revolver (Remastered)
Good Day Sunshine - Remastered 2009	The Beatles	Revolver (Remastered)
And Your Bird Can Sing - Remastered 2009	The Beatles	Revolver (Remastered)
For No One - Remastered 2009	The Beatles	Revolver (Remastered)
Hong Kong Garden	Siouxsie and the Banshees	The Scream
Winters Love	Animal Collective	Sung Tongs
Swing Lo Magellan	Dirty Projectors	Swing Lo Magellan
This Is Not a Love Song	Public Image Ltd.	This is What You Want... This Is What You Get
Dry the Rain	The Beta Band	The Three E.P.'s
On The Rooftops	Ennio Morricone	The Untouchables
Vancouver	Véronique Sanson	Vancouver
I Think I'm Paranoid	Garbage	Version 2.0
Over And Over	Hot Chip	The Warning
Amsterdam - 2015 Remaster	David Bowie	Five Years (1969 - 1973)
Cherry-coloured Funk	Cocteau Twins	Heaven Or Las Vegas (Remastered)
You Showed Me	The Lightning Seeds	Jollification / Dizzy Heights
C'è tempo	Ivano Fossati	Lampo Viaggiatore
Whip It	DEVO	Oh No It's Devo / Freedom Of Choice
Castle In The Snow	Kadebostany	Pop Collection
Dancing In The Dark	Hot Chip	Why Make Sense? (Definitive Version)
C'è tempo - Live	Anastasio	X Factor 12 - Live Show #1
Valerie - Live At BBC Radio 1 Live Lounge, London / 2007	Amy Winehouse	Back To Black (Deluxe Edition)
Un ragazzo di strada	I Corvi	Bang Bang
Stop the Cavalry - Radio Edit	Jona Lewie	The Best of Jona Lewie
Crazy - Single Version	Gnarls Barkley	Crazy
When The Lights Go Out	Crybaby	Crybaby
Viaggi organizzati - Live	Lucio Dalla	Dallamericaruso
String Quartet in F Major: II. Assez vif - Très rythmé	Maurice Ravel, Quatuor Ébène	Debussy, Fauré & Ravel: String Quartets
Woman	John Lennon	Double Fantasy Stripped Down
Roads	Portishead	Dummy
Glory Box	Portishead	Dummy
The Look	Metronomy	The English Riviera
The Bay	Metronomy	The English Riviera
Everything Now	Arcade Fire	Everything Now
Velvet Goldmine - 2015 Remaster	David Bowie	Five Years (1969 - 1973)
Wake Up	Arcade Fire	Funeral
Palaces Of Montezuma	Grinderman	Grinderman 2
Please, Please, Please, Let Me Get What I Want - 2011 Remaster	The Smiths	Hatful of Hollow
Imagine - Remastered	John Lennon	Imagine
Jealous Guy - Remastered 2010	John Lennon, The Plastic Ono Band, The Flux Fiddlers	Imagine
All I Need Is Everything	Aztec Camera	Knife (Expanded)
Love Letters	Metronomy	Love Letters
Karma Police	Radiohead	OK Computer
No Surprises	Radiohead	OK Computer
Diamante	Zucchero	Oro Incenso & Birra - Zucchero Sugar Fornaciari
Creep	Radiohead	Pablo Honey
All Mine	Portishead	Portishead
Bigmouth Strikes Again - 2011 Remaster	The Smiths	The Queen Is Dead
Stand By Me - Remastered	John Lennon	Rock 'N' Roll
Dream Baby Dream	Suicide	The Second Album + The First Rehearsal Tapes
Til I Fell in Love with You	Bob Dylan	Time Out Of Mind
Summer Kisses, Winter Tears	Julee Cruise	Until The End Of The World (Music from the Motion Picture Soundtrack)
The More You Ignore Me, the Closer I Get - 2014 Remaster	Morrissey	Vauxhall And I (20th Anniversary Definitive Master)
Viaggi organizzati	Lucio Dalla	Viaggi Organizzati
To Ramona	Bob Dylan	Another Side Of Bob Dylan
Goldberg Variations, BWV 988	Johann Sebastian Bach, Glenn Gould	Bach: Greatest Hits
Sky and Sand	Paul Kalkbrenner	Berlin Calling (The Soundtrack by Paul Kalkbrenner)
On The Road Again	Canned Heat	The Best Of Canned Heat
Going Up The Country	Canned Heat	The Best Of Canned Heat
Black Market	Weather Report	Black Market
Visions of Johanna	Bob Dylan	Blonde On Blonde
Tangled up in Blue	Bob Dylan	Blood On The Tracks
You're a Big Girl Now	Bob Dylan	Blood On The Tracks
Mama, You Been on My Mind - Live at Philharmonic Hall, New York, NY - October 1964	Bob Dylan, Joan Baez	The Bootleg Volume 6: Bob Dylan Live 1964 - Concert At Philharmonic Hall
Je ne t'aime plus	Manu Chao	Clandestino
Play With Fire - Mono Version	The Rolling Stones	The Darjeeling Limited
Why Did You Do It - Remastered	Stretch	Elastique (Remastered)
Sunday Morning	Flo Morrissey	Gentlewoman, Ruby Man
Can't Hold Us (feat. Ray Dalton)	Macklemore & Ryan Lewis, Ray Dalton	The Heist
You're Going To Lose That Girl - Remastered	The Beatles	Help! (Remastered)
Yesterday - Remastered	The Beatles	Help! (Remastered)
Era già tutto previsto	Riccardo Cocciante	I Momenti Dell'Amore
Rectangle	Jacno	Jacno
Let It Be - Remastered 2009	The Beatles	Let It Be (Remastered)
Birthday	The Sugarcubes	Life's Too Good
Rudie Can't Fail - Remastered	The Clash	London Calling (Remastered)
Bella	Jovanotti	Lorenzo 1997 - L'Albero
John Coltrane	Peter Sarstedt	The Lost Album
Make It Bun Dem	Skrillex, Damian Marley	Make It Bun Dem
Chan-Son Egocentrique - Remastered	Franco Battiato	Mondi Lontanissimi (2008 Remastered Edition)
The Killing Moon	Echo & the Bunnymen	Ocean Rain (Expanded & Remastered)
One Day / Reckoning Song (Wankelmut Remix) [Radio Edit]	Asaf Avidan & the Mojos, Wankelmut	One Day / Reckoning Song (Wankelmut Remix) [Radio Edit]
Nice (Nietzsche) Che Dice	Zucchero	Oro Incenso & Birra - Zucchero Sugar Fornaciari
Tough Mama	Bob Dylan	Planet Waves
Forever Young - Slow Version	Bob Dylan	Planet Waves
Forever Young - Fast Version	Bob Dylan	Planet Waves
Invisible Touch	Genesis	The Platinum Collection
Nowhere Man - Remastered	The Beatles	Rubber Soul (Remastered)
Take Ü There (feat. Kiesza)	Jack Ü, Skrillex, Diplo, Kiesza	Skrillex and Diplo present Jack Ü
Heroes and Villains	Brian Wilson	Smile
Welcome to My Life	Simple Plan	Still Not Getting Any
The Caterpillar	The Cure	The Top (Deluxe Edition)
Sunday Morning	No Doubt	Tragic Kingdom
You Don't Know Me	Caetano Veloso	Transa
Insight - 2007 Remaster	Joy Division	Unknown Pleasures
I Follow Rivers	Lykke Li	Wounded Rhymes
YMCA - Original Version 1978	Village People	YMCA
Dear Prudence - Remastered 2009	The Beatles	The Beatles (Remastered)
While My Guitar Gently Weeps - Remastered 2009	The Beatles	The Beatles (Remastered)
I'm So Tired - Remastered 2009	The Beatles	The Beatles (Remastered)
Mother Nature's Son - Remastered 2009	The Beatles	The Beatles (Remastered)
Believe	Cher	Believe
Volare - 2018 Remaster	David Bowie	Loving the Alien (1983 - 1988)
Los Ageless - piano version	St. Vincent	MassEducation
New York - piano version	St. Vincent	MassEducation
Young Lover - piano version	St. Vincent	MassEducation
Pills - piano version	St. Vincent	MassEducation
Ridgetop	Jesse Colin Young	Song for Juli
Inverno	Fabrizio De André	Tutti Morimmo A Stento
La stagione del tuo amore	Fabrizio De André	Volume 1
La canzone di Marinella	Fabrizio De André	Volume 3
Nell'acqua della chiara fontana	Fabrizio De André	Volume 3
Beep Beep Love	Gruppo Sportivo	10 Mistakes
Star Dust	Benny Goodman	All That Jazz, Vol. 22: “From Jazz to Swing” – Benny Goodman, Vol. 1 (2014 Digital Remaster)
Hey Girl	Gruppo Sportivo	Back to 78
Beautiful Ones	Suede	The Best Of
Lazarus	David Bowie	Blackstar
The Only Living Boy in New York	Simon & Garfunkel	Bridge Over Troubled Water
Alone Together	Chet Baker	Chet [Keepnews Collection]
Sonata In G Minor For Violin & Piano, L. 140: 3. Finale (Très animé)	Claude Debussy, David Oistrakh, Frida Bauer	Debussy/Ravel/Ysaÿe: Violin Sonatas/Prokofiev: 5 Mélodies
Mile End	Pulp	Different Class / Deluxe Edition
Star Dust	Artie Shaw	The Essential Artie Shaw
So Am I	George Gershwin, Ira Gershwin	Gershwin Plays Gershwin: The Piano Rolls
Goldfinger - Main Title	Shirley Bassey	Goldfinger (Original Motion Picture Soundtrack / Expanded Edition)
Symphony No.5 In C Sharp Minor: 4. Adagietto (Sehr langsam)	Gustav Mahler, Berliner Philharmoniker, Herbert von Karajan	Herbert von Karajan - Adagio
The Air That I Breathe - 2008 Remaster	The Hollies	Hollies
Bang Bang (My Baby Shot Me Down)	Nancy Sinatra	How Does That Grab You?
Wasting My Young Years	London Grammar	If You Wait (Deluxe Version)
Just Like Heaven	The Cure	Kiss Me, Kiss Me, Kiss Me
Here's To You	Joan Baez	The Life Aquatic With Steve Zissou
Pardon My Freedom	!!!	Louden Up Now
The Man Who Sold The World - 2015 Remastered Version	David Bowie	The Man Who Sold The World (2015 Remastered Version)
Rhapsody in Blue	George Gershwin, Gary Graffman, Zubin Mehta, New York Philharmonic	Manhattan
Someone To Watch Over Me	George Gershwin, Zubin Mehta, New York Philharmonic	Manhattan
Mine	George Gershwin, Zubin Mehta, New York Philharmonic	Manhattan
He Loves And She Loves	George Gershwin, Zubin Mehta, New York Philharmonic	Manhattan
Love Is Here To Stay	George Gershwin, Zubin Mehta, New York Philharmonic	Manhattan
Embraceable You	George Gershwin, Zubin Mehta, New York Philharmonic	Manhattan
He Loves And She Loves	George Gershwin, Zubin Mehta, New York Philharmonic	Manhattan
Savior	St. Vincent	MASSEDUCTION
New York - Live At Austin City Limits	St. Vincent	New York (Live At Austin City Limits)
Plutonian Nights	Sun Ra	The Nubians of Plutonia
One Thing Left to Try - Matthew Dear Remix	MGMT, Matthew Dear	One Thing Left to Try (Matthew Dear Remix)
Electricity - 2003 Digital Remaster	Orchestral Manoeuvres In The Dark	Orchestral Manoeuvres In The Dark
J'ai demandé à la lune	Indochine	Paradize
Relax - 7" Mix	Frankie Goes To Hollywood	Relax
In Cold Blood (feat. Pusha T)	alt-J	RELAXER
Gentle on My Mind	Dean Martin	The Reprise Years
Movin' on Up	Primal Scream	Screamadelica
Fly Me To The Moon (In Other Words)	Frank Sinatra, Count Basie	Sinatra/Basie: The Complete Reprise Studio Recordings
Slow Slow Disco	St. Vincent	Slow Slow Disco
Daddy's Car	Eno • Hyde	Someday World
Santeria	Sublime	Sublime
Animal Nitrate	Suede	Suede (Remastered) - Deluxe Edition
Bang Bang	Jessie J, Ariana Grande, Nicki Minaj	Sweet Talker (Deluxe Version)
She's A Rainbow - Full Version / With Intro	The Rolling Stones	Through The Past, Darkly (Big Hits Vol. 2)
Suzanne	Nina Simone	To Love Somebody (Expanded Edition)
Strangers In The Night	Frank Sinatra	Ultimate Sinatra
Sunday Morning	The Velvet Underground, Nico	The Velvet Underground & Nico 45th Anniversary (Super Deluxe Edition)
All Tomorrow's Parties	The Velvet Underground, Nico	The Velvet Underground & Nico 45th Anniversary (Super Deluxe Edition)
There She Goes Again	The Velvet Underground, Nico	The Velvet Underground & Nico 45th Anniversary (Super Deluxe Edition)
San Jose	Frankie Goes To Hollywood	Welcome To The Pleasuredome
Via Paolo Fabbri 43 - Remaster 1996	Francesco Guccini	70 x 70
One	U2	Achtung Baby
Tessellate	alt-J	An Awesome Wave
Breezeblocks	alt-J	An Awesome Wave
Camouflage	Stan Ridgway	The Big Heat
Bridge Over Troubled Water	Simon & Garfunkel	Bridge Over Troubled Water
The Boxer	Simon & Garfunkel	Bridge Over Troubled Water
Bye Bye Love - Live at Memorial Auditorium, Burlington, VT - October 1968	Simon & Garfunkel	Bridge Over Troubled Water
The Sound of Silence	Simon & Garfunkel	The Collection
Good Old-Fashioned Lover Boy - Remastered 2011	Queen	A Day At The Races (Deluxe Remastered Version)
Fields Of Gold	Sting	Fields Of Gold - The Best Of Sting 1984 - 1994
Englishman In New York	Sting	Fields Of Gold - The Best Of Sting 1984 - 1994
Moon Over Bourbon Street	Sting	Fields Of Gold - The Best Of Sting 1984 - 1994
Play The Game - Remastered 2011	Queen	The Game (Deluxe Remastered Version)
Save Me - Remastered 2011	Queen	The Game (Deluxe Remastered Version)
The Sound of Silence	Simon & Garfunkel	The Graduate
Radio Ga Ga - Remastered	Queen	Greatest Hits II
With Or Without You - Remastered	U2	The Joshua Tree (Deluxe Edition Remastered)
Brennisteinn	Sigur Rós	Kveikur
Ísjaki	Sigur Rós	Kveikur
Starman	Seu Jorge	The Life Aquatic With Steve Zissou
Rebel Rebel	Seu Jorge	The Life Aquatic With Steve Zissou
Life On Mars?	Seu Jorge	The Life Aquatic With Steve Zissou
Into the Mystic - 2013 Remaster	Van Morrison	Moondance
Hold On	Tom Waits	Mule Variations
Scarborough Fair / Canticle	Simon & Garfunkel	Parsley, Sage, Rosemary And Thyme
Rimmel	Francesco De Gregori	Rimmel
Pezzi di vetro	Francesco De Gregori	Rimmel
Rockabye (feat. Sean Paul & Anne-Marie)	Clean Bandit, Sean Paul, Anne-Marie	Rockabye (feat. Sean Paul & Anne-Marie)
Killer Queen - Remastered 2011	Queen	Sheer Heart Attack (2011 Remaster)
Para Machuchar Meu Coracao	Stan Getz, João Gilberto, Antônio Carlos Jobim	Stan Getz: The Bossa Nova Albums
Só Danço Samba	Stan Getz, João Gilberto, Antônio Carlos Jobim	Stan Getz: The Bossa Nova Albums
Glósóli	Sigur Rós	Takk...
Hoppípolla	Sigur Rós	Takk...
Left Hand Free	alt-J	This Is All Yours
Svefn-g-englar	Sigur Rós	Ágætis Byrjun
Avalon	Sigur Rós	Ágætis byrjun
Untitled #1 (Vaka)	Sigur Rós	( )
Untitled #3 (Samskeyti)	Sigur Rós	( )
Untitled #4 (Njósnavélin)	Sigur Rós	( )
Song to the Siren - Take 7	Tim Buckley	Works In Progress
I'm In The Mood For Love	Bryan Ferry	As Time Goes By
Back To Black	Amy Winehouse	Back To Black
Love Is A Losing Game	Amy Winehouse	Back To Black
Tears Dry On Their Own	Amy Winehouse	Back To Black
Hot Mallets - 2002 Remastered	Lionel Hampton, Dizzy Gillespie	Bebop Professor (Bluebird's Best Series)
Trinity - da "Lo chiamavano Trinità","Annibale	The Best - Vol. 1 - Bud Spencer & Terence Hill	1
Proud Mary	Ike & Tina Turner	Best Of / Proud Mary
Summertime Blues	Eddie Cochran	The Best Of Eddie Cochran
Nothing But The Soul	Horace Silver	Bottle Rocket Short Film Soundtrack
So Far Away - Full Version	Dire Straits	Brothers In Arms (Remastered)
Your Latest Trick	Dire Straits	Brothers In Arms (Remastered)
Why Worry?	Dire Straits	Brothers In Arms (Remastered)
Ride Across The River	Dire Straits	Brothers In Arms (Remastered)
The Man's Too Strong	Dire Straits	Brothers In Arms (Remastered)
One World	Dire Straits	Brothers In Arms (Remastered)
Brothers In Arms	Dire Straits	Brothers In Arms (Remastered)
Cantaloupe Island	Herbie Hancock	Cantaloupe Island
Never Let Me Go	Florence + The Machine	Ceremonials (Original Deluxe Version)
Dream A Little Dream Of Me	Ella Fitzgerald, Louis Armstrong	Classic
You Don't Have To Say You Love Me	Dusty Springfield	Classic Dusty Springfield - The Universal Masters Collection
Take Five - Instrumental	Dave Brubeck	Columbia Jazz Profile
Carry On	Crosby, Stills, Nash & Young	Deja Vu
Helpless	Crosby, Stills, Nash & Young	Deja Vu
Woodstock	Crosby, Stills, Nash & Young	Deja Vu
Deja Vu	Crosby, Stills, Nash & Young	Deja Vu
Country Girl: A. Whiskey Boot Hill. B. Down, Down, Down. C. "Country Girl" (I Think You're Pretty)	Crosby, Stills, Nash & Young	Deja Vu
Oh, Sister	Bob Dylan	Desire
Joey	Bob Dylan	Desire
Black Diamond Bay	Bob Dylan	Desire
Down To The Waterline	Dire Straits	Dire Straits (Remastered)
Wild West End	Dire Straits	Dire Straits (Remastered)
In A Sentimental Mood	Duke Ellington, John Coltrane	Duke Ellington & John Coltrane
La Vie en rose	Édith Piaf	Edith Piaf - The Best Of
Marea Baja	Ken Griffin	El Organo Melodico De
Quelli Che ... Aspettano	Enzo Jannacci	El portava i scarp del tennis
Cheek To Cheek	Ella Fitzgerald, Louis Armstrong	Ella & Louis (Classics International Version)
Needle In The Hay	Elliott Smith	Elliott Smith
Suspicious Minds	Elvis Presley	Elvis 75 - Good Rockin' Tonight
Fever	Elvis Presley	Elvis Presley Sings the Great American Songbook
Mario - Live	Enzo Jannacci	Enzo Jannacci
Always on My Mind - Remastered	Elvis Presley	The Essential Elvis Presley
Summertime	George Gershwin, Ira Gershwin, DuBose Heyward, Dorothy Heyward, Billie Holiday	The Essential George Gershwin
Fear Is A Man's Best Friend	John Cale	Fear
Your Love (Once Upon A Time In The West) - From "C'era Una Volta Il West","Ennio Morricone, Dulce Pontes	Focus	1
Rhapsody in Blue	George Gershwin	Gershwin Plays Gershwin: The Piano Rolls
Crystal	New Order	Get Ready
Naima	John Coltrane	Giant Steps (Deluxe Edition)
Mad About The Boy	Dinah Washington	Gold
Kaw-Liga - Original	Hank Williams	Hank Williams Selected Hits Vol. 2
In the End	Linkin Park	Hybrid Theory (Bonus Edition)
Superstar	Sonic Youth	If I Were A Carpenter
Stardust	Lester Young, Oscar Peterson Trio	Jazz Saxophone Masters
Last Tango in Paris, Pt. 1	Gato Barbieri	Last Tango in Paris (Original Motion Picture Soundtrack)
Last Tango in Paris, Pt. 2	Gato Barbieri	Last Tango in Paris (Original Motion Picture Soundtrack)
C'Era Una Volta In America - Tema Di Deborah / Amapola	Ennio Morricone	Le Colonne Sonore Dei Film Di Sergio Leone
Quelqu'un M'a Dit	Carla Bruni	Learn French Thru Music
I Can't Get Started	Lester Young, Oscar Peterson Trio	Lester Young With The Oscar Peterson Trio (Originals International Version)
Almost Like Being In Love	Lester Young, Oscar Peterson Trio	Lester Young With The Oscar Peterson Trio (Originals International Version)
There Will Never Be Another You	Lester Young, Oscar Peterson Trio	Lester Young With The Oscar Peterson Trio (Originals International Version)
Stardust	Lester Young, Oscar Peterson Trio	Lester Young With The Oscar Peterson Trio (Originals International Version)
The Way I Feel Inside	The Zombies	The Life Aquatic With Steve Zissou
Who Loves The Sun	The Velvet Underground	Loaded: The Fully Loaded Edition
Dream A Little Dream Of Me	Ella Fitzgerald, Louis Armstrong	Louis - The Best Of Louis Armstrong
Autumn Leaves	Chet Baker	My Funny Valentine: The Best Of Chet Baker
Time of the Season	The Zombies	Odessey and Oracle
Lady Day	Lou Reed	Perfect Day
Quelli che...	Enzo Jannacci	Quelli che...
3 Gymnopédies: Gymnopedie No. 1	Erik Satie, Klara Kormendi	Satie: Piano Works (Selection)
Last Tango (Theme From Last Tango In Paris)	Gato Barbieri	The Shadow Of The Cat
Life Is Strange	T. Rex	Tanx
Wild World	Yusuf / Cat Stevens	Tea for the Tillerman (Deluxe Edition)
River Deep - Mountain High	Ike & Tina Turner	Tina!
Vicious	Lou Reed	Transformer
Perfect Day	Lou Reed	Transformer
Walk On the Wild Side	Lou Reed	Transformer
Mes épaules	Albin de la Simone	Un homme
Moi moi	Albin de la Simone, Emilíana Torrini	Un homme
We'll Meet Again	Vera Lynn	Vera Lynn
Tous les garçons et les filles - Slow	Françoise Hardy	The Vogue Years
Cry Me A River	Dinah Washington	What A Diff'rence A Day Makes!
Buona Sera - Remastered	Louis Prima	Wild, Cool & Swingin'
Medley: Just A Gigolo/I Ain't Got Nobody - Remastered	Louis Prima, The Witnesses	Wild, Cool & Swingin'
Three Steps To Heaven	Eddie Cochran	The Best Of Eddie Cochran
(Nothing But) Flowers - 2003 Remaster	Talking Heads	The Best of Talking Heads
Born In The U.S.A.	Bruce Springsteen	Born In The U.S.A.
Glory Days	Bruce Springsteen	Born In The U.S.A.
Dancing In The Dark	Bruce Springsteen	Born In The U.S.A.
Thunder Road	Bruce Springsteen	Born To Run
Born to Run	Bruce Springsteen	Born To Run
Fire In The Hole	Steely Dan	Can't Buy A Thrill
Da sola / In the night (feat. Tommaso Paradiso e Elisa)	Takagi & Ketra	Da sola / In the night (feat. Tommaso Paradiso e Elisa)
